inputName,size
11,26
19,27
12,26
38,21
81,5
5,12
40,14
70,15
23,32
72,10
79,27
78,23
87,16
6,31
68,16
69,2
1,3
45,7
33,14
15,23
93,7
24,30
25,11
26,10
48,16
71,31
76,17
7,11
50,4
22,4
4,23
32,15
77,24
91,31
42,12
13,11
41,30
55,26
31,5
66,4
65,6
62,30
21,30
95,5
84,27
58,25
64,6
83,26
94,14
0,19
99,11
96,19
67,19
61,3
43,29
2,5
54,24
30,28
59,28
85,15
74,3
90,32
18,11
52,4
44,23
17,16
36,11
49,13
86,31
37,23
56,24
63,10
35,6
97,4
75,14
57,18
88,8
10,25
53,25
8,2
39,29
47,17
60,9
89,18
51,18
14,17
28,12
16,13
34,11
82,5
46,15
27,19
20,3
9,7
92,27
3,27
98,31
29,32
80,15
73,12
